N,P,K,temperature,humidity,ph,rainfall,label
110.61,12.48,50.05,26.62,91.38,6.42,28.35,muskmelon
18.21,14.2,13.71,22.19,95.46,7.12,112.91,orange
80.86,48.38,14.87,23.99,62.53,6.03,55.72,maize
98.72,85.71,58.73,29.06,74.36,6.13,115.21,banana
71.73,50.24,49.33,24.35,83.36,7.07,193.31,jute
98.54,28.07,26.41,28.3,57.4,6.42,144.26,coffee
36.93,62.72,16.55,32.24,66.07,6.95,66.9,blackgram
23.0,46.4,40.25,28.64,48.04,3.31,51.51,mothbeans
93.01,12.82,45.6,27.65,92.21,6.22,13.22,muskmelon
41.53,69.94,24.66,30.89,63.49,6.87,70.39,blackgram
30.93,139.06,205.01,22.03,82.71,5.78,81.67,grapes
21.53,125.83,206.88,26.98,83.17,6.28,63.79,grapes
123.71,53.42,8.58,24.22,73.06,7.63,75.32,cotton
24.52,143.74,203.18,22.7,83.65,5.59,58.19,grapes
28.19,63.63,18.39,31.98,43.84,5.53,147.79,pigeonpeas
15.13,19.76,7.71,18.41,92.48,6.92,96.68,orange
16.62,37.5,44.54,27.83,55.74,3.78,49.52,mothbeans
18.59,28.3,32.32,33.42,49.88,6.49,104.08,mango
72.81,46.06,40.14,23.76,78.52,6.63,189.58,jute
18.92,27.87,26.7,32.41,49.61,5.92,91.38,mango
16.86,72.49,19.11,25.32,72.83,7.21,45.75,lentil
20.29,38.53,41.52,26.16,59.2,3.38,58.55,mothbeans
11.08,48.13,17.75,26.89,88.09,6.95,45.82,mungbean
41.47,59.73,46.98,35.26,90.23,6.47,115.68,papaya
19.62,18.96,14.47,21.4,92.53,7.5,84.51,orange
97.53,69.37,50.83,23.23,80.21,6.26,99.28,banana
21.38,13.12,22.98,26.58,93.36,5.78,179.01,coconut
15.68,22.29,28.31,30.02,47.31,6.14,95.79,mango
46.46,63.25,24.26,30.42,65.2,7.75,57.44,blackgram
86.68,48.98,24.13,19.03,66.34,6.77,60.82,maize
102.75,20.32,48.77,25.32,93.22,6.47,25.36,muskmelon
41.09,64.77,18.2,30.74,71.2,6.41,64.31,blackgram
82.44,53.43,45.59,26.0,84.35,6.19,165.61,jute
90.2,89.06,46.5,24.83,80.12,5.81,122.8,banana
18.16,11.86,11.24,23.05,87.22,6.75,101.71,orange
21.31,75.21,19.66,22.32,51.82,7.11,38.48,lentil
73.39,47.83,20.94,25.1,60.01,6.8,57.86,maize
22.18,36.14,19.97,28.32,85.17,6.99,51.37,mungbean
127.88,42.67,17.19,28.62,77.19,7.12,85.62,cotton
117.5,48.18,15.69,22.49,81.96,7.62,90.03,cotton
102.46,30.6,31.66,26.55,56.16,6.56,131.09,coffee
16.95,42.61,20.4,28.96,90.49,6.45,44.02,mungbean
24.89,72.48,17.5,16.36,20.19,5.46,64.36,kidneybeans
37.19,65.95,70.58,16.39,18.89,7.48,67.66,chickpea
24.77,52.11,23.68,27.08,82.76,6.42,49.57,mungbean
16.89,13.26,35.91,22.78,91.75,6.7,120.88,pomegranate
17.41,62.79,20.71,23.34,61.41,7.16,45.24,lentil
16.9,79.94,19.54,23.45,59.82,7.23,51.94,lentil
75.09,50.46,34.97,21.79,85.47,6.24,212.48,rice
103.45,15.5,40.63,24.1,86.22,6.8,40.63,watermelon
72.79,53.46,30.61,21.79,78.05,6.76,203.66,jute
16.62,16.71,33.49,21.14,92.89,7.09,118.52,pomegranate
23.61,68.17,16.59,21.71,69.45,6.73,45.35,lentil
37.38,63.18,22.5,28.58,69.22,6.89,48.24,blackgram
28.53,143.13,208.52,25.28,86.09,6.1,75.46,grapes
25.14,26.77,30.57,31.95,55.85,5.5,100.85,mango
76.4,38.54,36.99,24.85,81.96,5.68,216.45,rice
72.33,46.83,33.32,23.68,84.89,6.72,141.17,jute
87.0,78.66,50.2,29.27,81.6,6.09,91.47,banana
120.98,46.85,20.15,27.35,79.85,7.13,100.52,cotton
78.4,48.15,38.27,23.25,86.74,7.42,177.58,jute
30.59,64.26,79.46,18.32,12.92,7.38,71.34,chickpea
17.74,14.95,32.6,26.31,96.16,5.6,152.47,coconut
16.88,48.02,18.17,28.37,90.53,6.78,52.07,mungbean
23.42,75.25,24.28,26.54,49.81,5.31,158.59,pigeonpeas
97.53,84.43,49.79,25.29,85.16,6.02,129.58,banana
97.51,85.66,49.76,28.59,85.4,6.32,110.65,banana
16.11,74.22,22.68,23.33,55.03,6.73,40.2,lentil
18.99,52.15,23.19,28.03,83.08,6.79,48.16,mungbean
49.9,62.05,49.82,33.26,91.18,6.52,157.81,papaya
22.86,70.59,21.75,19.04,23.69,5.88,61.46,kidneybeans
113.06,12.58,53.67,23.85,83.99,6.4,43.57,watermelon
23.59,16.13,30.66,25.59,97.48,6.75,169.99,coconut
21.85,77.12,14.55,19.38,18.35,5.83,65.19,kidneybeans
77.77,47.14,23.53,23.3,57.12,6.94,73.8,maize
13.79,21.39,29.66,35.51,48.99,5.95,80.58,mango
19.12,132.09,193.34,22.02,83.22,6.16,81.09,grapes
17.93,44.56,55.85,25.15,43.74,3.74,44.57,mothbeans
50.64,64.09,47.69,36.15,94.22,7.02,136.1,papaya
21.67,17.26,10.36,23.32,90.91,6.58,118.68,orange
81.87,47.38,44.29,22.84,81.94,5.7,199.63,rice
22.31,16.46,31.98,24.74,94.39,5.93,179.17,coconut
40.42,61.65,22.83,34.65,65.91,7.15,68.85,blackgram
17.64,62.48,21.46,24.37,61.9,6.33,56.56,lentil
97.31,11.9,51.87,25.53,85.19,6.43,47.66,watermelon
17.78,28.71,36.89,34.28,40.39,6.17,93.22,mango
23.16,26.91,22.93,36.99,58.73,6.22,87.47,mango
25.67,54.56,25.11,28.68,41.96,5.38,175.15,pigeonpeas
22.72,17.15,46.15,20.1,87.28,5.99,127.07,pomegranate
18.8,51.04,17.66,26.5,85.34,6.25,62.56,mungbean
16.29,66.84,16.61,20.15,13.86,5.59,68.01,kidneybeans
17.45,40.92,39.67,32.25,59.66,4.08,40.22,mothbeans
25.74,16.77,27.35,27.8,97.42,6.18,184.86,coconut
20.42,69.92,27.91,15.87,27.47,5.73,56.01,kidneybeans
82.84,35.4,47.75,22.22,81.03,6.24,175.38,rice
11.64,46.15,18.94,27.2,85.66,6.68,46.8,mungbean
77.99,37.63,36.73,24.77,83.21,5.62,218.36,rice
21.3,20.15,51.62,20.94,92.87,6.67,121.8,pomegranate
83.17,43.46,33.3,21.64,85.26,6.41,169.14,jute
18.28,59.87,11.48,24.59,64.7,6.81,44.15,lentil
19.43,46.69,50.15,29.74,47.28,3.75,49.48,mothbeans
17.84,64.26,23.33,25.79,49.1,6.07,142.3,pigeonpeas
12.3,17.62,33.08,23.8,92.35,6.43,97.81,pomegranate
19.91,46.61,44.94,26.37,57.12,3.57,50.14,mothbeans
39.35,62.74,15.96,28.04,64.64,7.37,59.95,blackgram
50.31,62.96,47.14,32.72,95.32,7.0,157.86,papaya
86.48,35.65,25.25,28.17,58.19,6.87,147.67,coffee
96.39,83.76,45.36,26.88,73.94,6.19,126.18,banana
18.62,23.65,33.58,32.85,50.84,6.2,94.62,mango
39.55,68.66,79.95,19.42,14.69,7.15,77.4,chickpea
94.98,19.39,53.27,28.58,94.63,6.14,24.06,muskmelon
18.93,27.67,34.24,28.61,44.94,5.42,89.51,mango
36.44,65.08,17.36,32.04,64.11,7.62,72.31,blackgram
92.49,17.35,49.85,28.64,92.23,6.41,23.44,muskmelon
21.67,58.12,24.26,28.51,54.92,5.83,166.52,pigeonpeas
87.0,52.25,18.61,21.3,63.39,7.12,63.82,maize
21.93,16.54,9.85,21.5,91.58,7.18,114.41,orange
17.33,14.87,48.92,25.36,87.35,6.74,98.83,pomegranate
17.46,14.67,10.22,20.88,89.16,7.06,122.88,orange
18.0,71.43,12.54,24.89,60.81,7.4,49.98,lentil
95.27,13.92,47.71,24.81,83.83,6.44,52.67,watermelon
22.58,35.14,28.17,28.59,83.67,6.65,49.41,mungbean
24.76,14.14,24.67,33.57,95.57,5.82,190.64,coconut
14.94,49.43,12.2,23.9,88.22,6.75,47.54,mungbean
23.62,11.42,38.47,24.55,96.05,5.6,163.86,coconut
15.51,46.21,34.59,29.11,50.26,4.08,43.8,mothbeans
17.55,44.54,43.8,30.23,53.93,3.28,65.12,mothbeans
52.41,64.21,52.76,37.79,95.27,6.83,133.42,papaya
20.5,18.6,30.64,27.18,93.77,5.47,209.89,coconut
84.51,43.96,35.45,24.4,77.79,6.18,243.81,rice
84.65,52.1,22.03,24.13,70.85,6.91,66.49,maize
101.05,17.34,54.34,25.05,82.07,6.32,34.17,watermelon
20.81,130.74,212.61,21.67,79.93,6.29,66.0,grapes
103.86,16.26,23.75,20.63,58.88,6.77,159.25,coffee
21.96,18.32,35.47,23.92,91.99,6.39,111.58,pomegranate
15.52,23.54,49.67,22.51,89.97,7.01,120.14,pomegranate
38.77,62.78,89.85,17.65,16.37,7.17,80.44,chickpea
87.18,54.09,19.15,24.98,65.74,6.4,53.87,maize
17.96,27.32,31.28,29.02,53.62,6.03,77.84,mango
12.62,21.25,30.81,23.8,88.9,6.91,91.01,pomegranate
19.5,41.68,19.96,24.62,82.64,6.8,52.83,mungbean
120.51,47.41,20.51,24.54,79.79,7.35,66.87,cotton
17.64,50.49,20.1,24.91,86.49,7.26,51.94,mungbean
81.35,48.38,22.16,20.16,65.85,6.08,58.89,maize
22.55,65.36,22.41,17.91,20.35,5.71,54.98,kidneybeans
20.21,61.7,17.13,25.43,52.89,5.07,167.3,pigeonpeas
81.36,43.21,43.34,23.56,87.33,6.8,163.84,jute
106.05,25.39,28.46,23.25,55.26,6.78,147.48,coffee
113.76,44.76,19.16,21.71,76.93,6.36,70.77,cotton
81.23,44.39,40.86,23.82,80.05,6.35,160.77,jute
122.4,41.7,16.58,19.83,78.82,6.57,80.79,cotton
23.58,38.14,46.76,24.04,53.23,4.07,42.42,mothbeans
89.03,16.36,48.49,28.17,86.2,6.55,56.7,watermelon
97.5,79.97,46.24,29.46,81.84,6.08,114.7,banana
26.36,69.87,25.6,25.32,41.17,5.66,157.54,pigeonpeas
80.08,52.99,8.41,26.18,64.3,6.83,49.6,maize
20.65,121.45,207.66,27.49,82.99,6.06,73.09,grapes
21.41,29.27,31.53,34.25,51.18,5.88,85.84,mango
80.36,52.32,39.04,23.3,81.9,5.65,222.86,rice
19.71,132.55,187.7,18.21,91.68,5.9,128.2,apple
94.66,68.55,51.23,25.45,76.8,5.85,125.94,banana
112.9,30.25,26.08,26.77,55.74,6.47,122.84,coffee
19.82,45.91,41.65,30.34,47.12,3.65,59.46,mothbeans
25.39,149.95,201.6,18.86,91.39,5.92,115.9,apple
18.62,49.45,22.75,26.32,86.2,5.99,59.54,mungbean
128.46,45.68,19.25,24.68,92.75,7.3,87.01,cotton
15.17,14.13,31.92,25.29,94.53,5.97,171.63,coconut
100.79,79.66,53.1,25.69,77.56,5.84,121.24,banana
117.85,47.5,11.08,23.73,82.25,6.85,73.66,cotton
24.52,134.25,217.49,20.95,91.13,6.04,95.52,apple
18.85,12.11,42.3,24.1,89.76,7.22,117.32,pomegranate
93.79,28.59,31.37,26.26,57.71,6.63,161.77,coffee
33.1,63.87,83.31,19.91,17.54,7.22,85.16,chickpea
15.54,14.89,0.04,20.82,91.84,7.17,106.78,orange
40.08,76.5,23.09,33.29,67.96,7.35,60.76,blackgram
108.78,46.72,15.75,25.64,80.56,6.56,80.81,cotton
39.82,58.92,84.82,16.53,13.57,7.06,91.49,chickpea
73.57,42.41,38.88,23.71,83.42,5.98,183.06,rice
86.01,50.69,42.52,25.31,81.28,7.06,197.02,jute
63.85,66.34,46.02,34.04,93.51,6.94,152.64,papaya
18.42,68.59,18.67,27.81,45.35,5.25,154.82,pigeonpeas
103.63,30.43,30.97,25.91,71.5,6.68,169.05,coffee
100.81,13.8,52.97,23.77,84.03,6.57,50.82,watermelon
36.0,64.59,74.23,18.25,20.87,7.1,77.48,chickpea
84.65,35.37,39.7,19.76,78.93,5.92,175.04,rice
19.46,19.7,11.31,20.87,87.35,6.93,122.34,orange
43.27,71.86,18.95,28.8,58.21,7.25,72.24,blackgram
112.31,76.43,57.46,27.71,72.76,6.19,103.59,banana
100.35,22.03,42.18,23.8,87.47,6.6,51.44,watermelon
23.51,59.19,26.01,27.34,46.94,5.51,145.68,pigeonpeas
111.96,45.12,19.53,24.72,79.94,6.73,60.37,cotton
72.24,47.43,35.78,23.38,76.24,6.68,191.99,jute
110.95,31.99,25.36,24.62,58.17,6.73,168.74,coffee
18.32,50.78,12.34,29.32,83.59,6.69,46.02,mungbean
89.54,79.93,50.26,23.33,85.55,6.04,109.58,banana
22.18,51.23,22.06,27.08,88.27,6.18,56.43,mungbean
77.11,54.55,45.81,24.69,82.86,6.58,175.61,jute
21.7,134.7,212.12,23.11,78.35,5.57,73.8,grapes
19.85,30.28,34.43,31.83,45.18,5.42,77.43,mango
91.19,18.91,61.61,30.12,94.83,6.37,29.84,muskmelon
17.98,129.91,209.46,24.14,91.82,6.01,102.08,apple
130.98,46.2,16.33,24.72,81.67,6.92,81.79,cotton
96.61,20.07,53.67,27.76,82.03,6.4,56.07,watermelon
104.38,30.53,30.89,25.2,61.48,5.97,156.67,coffee
17.44,67.48,18.36,25.94,66.09,6.97,34.83,lentil
18.19,15.77,5.02,23.72,86.47,7.81,128.02,orange
84.63,53.94,22.55,19.71,73.17,6.16,63.03,maize
45.94,54.84,47.54,38.35,91.2,6.97,140.36,papaya
17.29,19.4,42.6,19.84,92.99,7.04,93.44,pomegranate
57.39,52.45,52.41,36.96,93.52,6.95,154.82,papaya
17.11,27.56,33.33,32.6,42.88,6.57,88.59,mango
18.61,67.91,16.07,23.91,57.83,7.32,34.15,lentil
54.56,61.32,44.16,33.72,96.04,6.73,141.09,papaya
109.94,52.04,19.98,25.22,76.4,6.01,74.77,cotton
20.87,65.58,18.86,23.97,67.42,7.08,43.24,lentil
120.65,39.67,23.67,18.36,83.34,7.18,75.68,cotton
17.99,13.23,36.68,20.19,92.43,6.74,91.57,pomegranate
24.43,15.96,26.54,25.46,92.96,5.36,156.94,coconut
75.83,42.4,14.82,24.32,62.66,6.6,59.53,maize
78.56,38.13,43.55,23.44,80.92,6.35,178.38,rice
70.42,47.63,46.81,25.08,80.85,7.05,147.2,jute
24.78,49.79,45.26,28.46,58.37,3.57,57.23,mothbeans
16.23,31.48,33.22,32.95,50.04,5.58,104.78,mango
26.52,137.32,207.43,23.25,79.03,6.38,64.03,grapes
122.11,51.88,13.86,24.04,75.73,6.88,77.74,cotton
11.12,19.16,28.02,24.34,95.88,5.89,196.89,coconut
67.74,41.26,22.97,22.34,64.08,6.51,63.48,maize
100.86,18.33,52.17,26.49,89.75,7.05,22.58,muskmelon
101.41,10.69,46.63,26.28,90.91,6.47,24.46,muskmelon
23.67,16.56,11.88,24.74,90.72,7.33,113.3,orange
25.4,49.43,44.69,28.49,51.53,3.91,48.4,mothbeans
22.34,49.57,23.28,28.65,84.4,6.85,37.14,mungbean
117.5,55.08,24.39,25.82,83.18,7.11,91.59,cotton
20.23,13.42,8.93,18.95,91.61,6.91,113.59,orange
17.99,26.31,32.86,33.56,52.85,6.03,109.98,mango
82.99,47.26,44.8,25.15,79.7,6.26,203.67,rice
85.04,50.72,18.52,23.54,50.76,6.84,42.6,maize
23.38,66.76,14.38,27.9,56.52,6.07,149.07,pigeonpeas
21.44,32.34,27.21,33.28,47.36,6.23,80.41,mango
40.11,68.54,87.51,18.48,23.81,7.17,62.39,chickpea
92.16,26.06,27.68,28.11,62.62,7.04,167.3,coffee
22.91,14.0,5.71,21.86,91.3,6.75,109.04,orange
16.0,23.58,25.18,29.23,35.75,6.16,115.54,mango
23.25,130.79,186.1,20.37,79.46,6.27,81.56,grapes
74.96,38.45,41.66,23.98,80.56,5.94,177.87,rice
92.98,73.56,48.68,26.75,80.41,5.91,112.6,banana
73.8,40.04,38.96,23.94,82.39,6.68,186.3,jute
96.57,81.94,43.19,29.06,72.82,6.16,101.08,banana
15.38,58.24,18.44,28.32,47.52,5.58,135.81,pigeonpeas
16.91,17.59,14.07,21.0,93.06,6.69,139.35,orange
48.48,63.89,79.97,16.52,12.04,6.82,79.63,chickpea
105.24,14.98,51.68,21.87,86.22,7.09,42.04,watermelon
17.72,62.59,17.79,24.17,68.55,6.84,35.33,lentil
70.38,51.98,36.93,24.32,85.8,6.36,161.91,jute
18.43,72.36,15.25,20.93,71.9,6.72,54.09,lentil
20.75,123.84,210.56,21.78,91.77,6.07,119.01,apple
108.25,31.41,27.73,27.7,62.57,6.76,158.61,coffee
16.7,48.38,24.78,26.81,92.29,6.44,48.26,mungbean
21.09,69.76,21.36,19.78,15.69,6.01,76.7,kidneybeans
78.88,39.18,41.44,21.04,82.77,6.92,199.47,jute
51.76,55.1,50.59,33.29,93.68,6.65,145.12,papaya
36.94,68.81,73.28,18.22,15.9,6.94,78.71,chickpea
20.11,16.05,9.94,20.57,90.91,7.13,93.38,orange
92.06,20.99,41.62,23.39,90.03,6.37,39.48,watermelon
98.07,18.3,51.08,27.29,91.12,5.97,29.94,muskmelon
74.25,49.98,21.98,22.52,62.25,6.3,59.74,maize
116.53,42.56,23.39,19.26,77.88,7.15,77.06,cotton
24.4,72.31,22.13,28.72,56.81,5.7,132.27,pigeonpeas
117.21,51.14,14.17,27.27,83.61,6.88,78.51,cotton
21.3,17.47,36.7,28.12,94.8,5.97,166.3,coconut
15.22,48.43,16.62,29.11,85.9,6.12,51.37,mungbean
18.26,69.17,16.85,22.82,65.15,6.56,47.8,lentil
92.64,26.72,23.27,30.65,49.73,6.7,172.15,coffee
17.9,47.47,51.48,25.79,51.17,3.45,38.83,mothbeans
85.93,37.93,47.46,24.49,75.41,6.63,161.99,jute
111.72,44.42,10.12,25.89,83.28,6.9,64.72,cotton
20.99,21.55,39.67,21.28,93.68,6.34,112.26,pomegranate
23.36,68.04,14.83,26.94,44.96,5.68,156.39,pigeonpeas
20.6,20.44,32.04,23.74,90.46,5.88,153.17,coconut
44.44,63.95,44.22,31.78,92.73,7.18,140.71,papaya
83.8,48.8,30.07,25.55,76.91,7.03,148.98,jute
28.31,35.83,30.32,23.33,56.18,5.84,86.99,mango
77.85,58.71,26.91,22.87,65.19,6.54,66.14,maize
77.09,43.17,43.82,24.91,74.72,6.12,154.68,jute
116.58,42.0,13.05,19.81,79.48,6.77,73.24,cotton
100.89,20.45,42.13,25.82,86.74,5.88,56.39,watermelon
27.33,71.07,21.93,28.74,49.97,5.12,145.82,pigeonpeas
101.1,19.08,31.93,23.89,47.21,6.46,146.45,coffee
16.04,16.35,38.42,22.54,92.15,6.68,107.19,pomegranate
105.9,24.98,31.01,25.55,57.72,6.55,145.43,coffee
17.95,47.28,18.76,30.29,77.49,6.6,47.15,mungbean
43.39,51.74,49.56,33.53,91.17,6.67,129.46,papaya
105.0,21.57,35.99,25.87,80.72,6.65,51.02,watermelon
31.47,58.66,24.23,27.65,51.86,5.83,139.0,pigeonpeas
99.56,21.3,41.3,23.4,83.34,6.39,55.92,watermelon
76.95,44.22,22.15,20.2,65.14,6.5,70.86,maize
20.33,25.34,36.01,33.82,53.93,5.9,114.85,mango
24.78,119.22,191.35,24.82,82.23,6.36,67.55,grapes
16.66,54.12,19.63,26.22,88.99,6.51,54.08,mungbean
83.55,48.3,17.41,23.4,66.97,6.77,66.35,maize
36.31,58.86,27.09,32.51,62.1,7.08,72.17,blackgram
18.35,122.36,210.66,22.29,90.35,5.68,135.14,apple
114.86,43.63,12.05,24.68,80.6,6.45,84.53,cotton
15.58,16.42,33.39,22.82,92.0,6.3,101.54,pomegranate
88.96,51.39,18.05,26.31,61.97,6.72,62.99,maize
20.04,9.46,9.83,18.64,89.58,6.94,125.32,orange
17.08,59.35,24.86,23.88,60.26,7.03,54.34,lentil
20.36,19.04,29.28,31.69,94.27,6.22,189.49,coconut
36.73,64.02,85.87,13.73,25.41,7.32,82.23,chickpea
35.66,63.71,77.48,15.31,13.54,6.86,88.74,chickpea
40.31,62.36,18.24,27.01,72.82,6.91,63.11,blackgram
20.74,80.47,21.4,25.99,47.52,5.17,148.79,pigeonpeas
86.52,45.15,16.67,22.94,62.24,6.69,62.03,maize
24.33,118.96,205.45,22.23,79.13,5.67,76.32,grapes
36.78,71.64,79.29,18.54,20.59,7.15,85.38,chickpea
89.57,17.44,55.81,27.63,88.99,6.55,33.43,muskmelon
16.36,82.64,16.02,22.16,61.17,6.97,41.24,lentil
43.69,70.08,74.32,20.17,14.39,7.24,83.67,chickpea
103.21,19.75,48.45,26.69,89.84,6.41,19.8,muskmelon
50.57,53.79,51.85,33.23,92.87,6.69,147.11,papaya
15.61,15.8,3.33,22.67,92.9,7.5,107.67,orange
40.39,69.0,19.81,27.94,66.23,6.68,68.81,blackgram
43.0,65.37,37.24,33.2,86.01,6.45,138.64,papaya
101.13,38.79,30.25,26.29,60.19,6.62,174.41,coffee
22.7,24.53,26.82,26.86,50.77,5.98,106.36,mango
17.12,23.52,15.42,24.99,91.34,7.73,114.42,orange
103.68,17.73,44.04,27.21,91.26,5.77,20.1,muskmelon
23.03,70.06,15.93,18.51,20.84,5.66,68.34,kidneybeans
23.83,131.09,217.74,21.04,78.75,6.46,70.31,grapes
42.45,57.06,53.77,37.65,92.83,7.05,142.32,papaya
18.72,70.43,16.0,27.25,73.96,7.02,57.72,lentil
21.26,142.49,209.79,19.96,89.83,5.59,126.71,apple
17.69,51.41,20.01,28.79,83.13,6.42,44.33,mungbean
84.6,37.65,42.71,22.54,80.6,6.07,161.73,rice
16.91,55.05,20.91,29.27,83.53,6.23,43.44,mungbean
13.56,12.9,17.32,23.22,95.83,7.25,101.1,orange
28.39,139.19,199.91,24.43,81.89,6.12,50.74,grapes
75.2,42.97,46.02,23.9,81.11,6.75,155.73,jute
21.09,129.2,211.83,21.58,90.42,5.87,138.56,apple
24.33,15.31,30.93,29.29,95.58,6.14,154.31,coconut
18.92,21.44,35.41,35.2,49.79,6.65,95.91,mango
97.29,25.24,21.82,26.14,49.89,6.47,163.82,coffee
17.47,15.09,12.52,22.37,93.22,6.93,105.9,orange
117.99,51.54,15.25,21.34,74.83,6.55,85.95,cotton
20.51,45.87,25.56,29.27,90.85,6.18,47.72,mungbean
21.17,38.55,16.09,33.51,85.08,6.82,42.79,mungbean
27.75,126.47,186.16,24.99,82.91,6.12,48.86,grapes
19.01,65.21,17.41,20.49,20.28,5.51,78.21,kidneybeans
20.87,45.48,19.12,29.53,82.88,7.18,33.43,mungbean
104.33,22.96,50.62,27.57,91.48,6.34,20.86,muskmelon
93.98,19.08,62.86,29.0,88.02,6.19,25.61,muskmelon
41.55,63.72,18.06,28.12,71.6,6.91,82.53,blackgram
26.27,125.69,203.68,23.9,82.88,5.93,65.93,grapes
49.87,49.87,52.28,35.55,91.85,7.41,135.76,papaya
15.41,17.62,35.45,23.39,88.87,6.31,112.3,pomegranate
100.74,15.83,47.85,21.59,84.26,6.36,45.87,watermelon
106.54,18.51,61.53,25.97,93.65,5.91,25.79,muskmelon
94.0,15.85,52.78,32.11,93.21,6.44,27.65,muskmelon
96.52,14.14,51.81,25.65,90.01,6.65,34.5,muskmelon
81.33,50.3,41.9,23.33,79.27,6.98,150.11,jute
25.09,138.71,190.52,22.06,90.21,5.75,108.34,apple
18.91,20.53,1.1,23.02,93.44,7.34,109.22,orange
99.84,20.13,52.92,24.13,80.77,6.58,38.06,watermelon
110.18,23.43,31.0,22.5,58.47,6.92,151.78,coffee
102.87,26.96,22.75,24.06,52.27,6.5,155.5,coffee
20.26,17.78,13.78,25.73,92.25,7.33,105.78,orange
98.15,74.85,61.66,25.48,82.65,6.32,98.34,banana
43.45,72.44,21.77,30.55,61.01,7.0,62.67,blackgram
20.71,107.0,193.6,23.53,91.22,5.66,102.5,apple
29.16,14.79,29.26,25.46,92.74,6.58,191.93,coconut
48.16,60.2,43.15,37.19,91.98,6.79,137.34,papaya
25.5,30.23,18.23,28.99,54.72,6.05,84.76,mango
103.2,95.73,39.42,28.56,76.35,5.99,102.03,banana
19.4,43.37,39.79,25.66,55.32,3.33,52.53,mothbeans
20.26,6.9,10.9,18.69,93.29,7.44,98.89,orange
52.22,60.14,49.61,36.59,92.81,6.45,135.79,papaya
118.83,49.49,14.57,24.52,85.27,7.07,80.58,cotton
80.64,38.73,47.52,20.35,85.27,6.37,158.53,rice
74.23,84.37,50.21,23.64,81.24,6.14,112.08,banana
24.92,42.02,33.05,27.18,57.57,3.66,53.43,mothbeans
21.66,79.01,17.93,24.22,61.92,6.9,57.26,lentil
112.68,18.74,37.54,30.43,94.18,6.19,28.59,muskmelon
14.17,14.25,42.16,25.06,96.3,5.72,184.16,coconut
106.99,82.47,51.1,25.33,73.13,6.07,115.86,banana
40.91,60.52,81.0,16.7,14.41,7.18,92.38,chickpea
9.88,65.52,20.97,16.7,22.55,5.64,82.55,kidneybeans
20.24,68.47,18.51,22.26,64.36,7.12,35.85,lentil
21.92,71.37,17.4,16.59,16.83,5.55,61.48,kidneybeans
96.37,28.3,26.49,23.54,55.96,6.49,165.25,coffee
103.6,81.37,60.65,24.04,80.56,6.02,114.76,banana
93.98,15.59,57.49,27.46,88.26,6.28,24.61,muskmelon
19.7,21.26,41.67,17.01,88.5,7.06,97.31,pomegranate
19.61,140.23,191.86,21.15,89.38,5.87,118.9,apple
25.5,15.28,33.07,26.61,94.07,5.76,171.73,coconut
15.57,69.83,16.78,25.73,64.76,6.99,38.74,lentil
54.88,52.64,53.57,30.11,91.82,7.03,137.73,papaya
21.74,47.38,41.02,28.85,59.4,3.0,54.02,mothbeans
34.46,71.88,24.6,28.74,64.61,6.69,65.97,blackgram
19.06,21.21,26.1,24.32,97.06,6.26,182.78,coconut
34.77,69.68,84.93,19.44,18.99,6.77,65.78,chickpea
74.27,53.68,46.49,26.23,87.32,7.37,171.85,jute
50.59,50.71,53.8,31.78,95.12,6.69,127.3,papaya
18.52,59.97,20.06,20.8,17.37,6.16,70.11,kidneybeans
19.54,68.07,26.31,29.97,52.35,5.56,136.66,pigeonpeas
18.64,14.95,9.46,20.57,91.28,7.61,99.05,orange
21.37,74.77,23.42,19.83,22.85,5.71,70.58,kidneybeans
16.6,145.64,216.21,20.23,93.35,5.45,131.85,apple
13.88,26.51,26.37,32.21,41.91,6.1,88.7,mango
95.04,14.54,55.79,30.45,93.9,6.46,25.46,muskmelon
72.49,53.1,40.94,24.35,84.47,6.36,170.94,jute
16.47,27.36,34.66,32.85,50.17,5.89,104.48,mango
96.34,15.87,47.19,24.02,76.76,6.62,43.24,watermelon
76.92,34.7,39.69,23.96,79.04,6.15,189.39,rice
79.15,56.66,41.23,23.58,78.87,6.36,197.61,jute
17.93,33.87,29.24,30.83,38.92,5.94,103.36,mango
22.78,61.29,19.55,26.39,46.06,5.58,142.84,pigeonpeas
24.12,63.71,23.42,16.82,24.56,5.75,70.53,kidneybeans
42.14,58.49,16.75,29.34,74.37,6.92,45.99,blackgram
38.23,60.84,22.81,33.38,74.35,7.37,66.02,blackgram
100.7,79.36,46.83,24.85,78.27,5.36,96.17,banana
18.19,66.14,14.57,24.52,73.46,6.63,38.82,lentil
21.63,61.85,14.59,15.96,25.45,5.51,80.34,kidneybeans
110.51,76.31,56.37,26.13,87.01,5.89,94.91,banana
25.57,122.19,196.4,21.99,81.38,5.89,70.77,grapes
25.32,61.02,23.57,29.79,57.15,5.58,160.68,pigeonpeas
11.74,72.87,19.9,22.45,73.49,6.93,36.71,lentil
19.61,16.26,39.61,21.88,92.48,6.38,106.38,pomegranate
119.62,49.33,21.7,22.14,80.77,7.34,77.93,cotton
47.51,65.39,77.75,20.66,17.67,7.14,101.65,chickpea
73.47,47.68,21.32,22.64,67.11,6.98,64.54,maize
20.0,140.61,190.06,20.32,90.65,5.63,124.78,apple
